study_accession	has_paper	host_ena_referenced	host_ena_value	host_title_referenced	host_title_value	host_abstract_referenced	host_abstract_value	is_model_organism	model_organism_disease	human_by_biome_label	host_source_summary	host_source_note	sample_host_pattern	n_host_populated	biome_labels
PRJNA385949	True	False		True	human	True	human	False		True	human-by-biome-label	Metagenomic samples were sequenced from gut microbiome of IBD patients and healthy controls; mice were used only for downstream functional validation.	NO_HOST_DATA	0	human gut metagenome
PRJNA389280	True	True	Homo sapiens	True	human	True	human	False		False	ENA + paper	Metagenomic samples were sequenced from inflammatory bowel disease patients and healthy matched subjects; mouse models were only used for downstream functional validation.	UNIFORM	378	human gut metagenome
PRJNA389470	True	True	Mus musculus	True	mice	True	C57BL/6J mice	True	antibiotic- and chemotherapy-induced dysbiosis	False	ENA + paper	[model of antibiotic- and chemotherapy-induced dysbiosis] Fecal samples from treated C57BL/6J mice were directly sequenced via shotgun metagenomics.	UNIFORM	113	mouse gut metagenome
PRJNA389749	False	True	Sus scrofa	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	8	pig gut metagenome
PRJNA389927	True	True	Homo sapiens	True	human	True	human	False		False	ENA + paper	Sequenced samples came from stool metagenomes of 667 human participants with different health statuses (healthy, adenoma, and carcinoma).	UNIFORM	181	gut metagenome
PRJNA397041	False	True	Gallus gallus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	18	
PRJNA397112	True	True	Homo sapiens	True	human	True	human	False		False	ENA + paper	Sequenced samples came from fecal material of 110 healthy Indian individuals from two distinct geographic locations (North-Central and Southern India).	UNIFORM	110	human gut metagenome
PRJNA397886	True	True	Mus musculus	True	laboratory mouse	True	laboratory mouse	False		False	ENA + paper	Sequenced samples came from stool of three laboratory mice.	UNIFORM	52	mouse gut metagenome
PRJNA398089	True	True	Homo sapiens	True	human	True	human	False		False	ENA + paper	Metagenomic samples were sequenced from IBD patients and matched healthy human subjects; mice were used only for downstream mechanistic validation.	UNIFORM	2979	human gut metagenome; viral metagenome
PRJNA399458	True	True	Indri indri	True	Indri indri	True	Indri indri	False		False	ENA + paper	Sequenced samples were fecal microbiome samples from wild Indri indri lemurs (22 samples total, 18 newly sequenced).	UNIFORM	1	Indri indri
PRJNA400072	True	True	Homo sapiens	False		True	human; coral; mouse; human	False		False	ENA + paper	Sequenced samples came from human gut microbiome (primary focus), coral-associated microbiomes, murine gut microbiomes, and human vaginal microbiomes used for validation of a predictive metabolomic framework.	UNIFORM	220	human gut metagenome
PRJNA400119	False	True	Sus scrofa	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	8	
PRJNA401977	True	False		False		True	human	False		True	human-by-biome-label	Metagenomic sequencing samples came from human GDM patients and controls from the SRA database; mice were used only for downstream validation.	NO_HOST_DATA	0	human gut metagenome
PRJNA407583	True	False		True	giant panda (Ailuropoda melanoleuca)	True	giant panda (Ailuropoda melanoleuca)	False		False	paper only	Metagenomic sequencing was performed on fecal samples from giant pandas.	NO_HOST_DATA	0	gut metagenome
PRJNA408020	True	True	avian	True	chicken	True	chicken	False		False	ENA + paper	Sequenced samples came from chicken gut microbiomes integrated from 799 public samples across ten countries.	UNIFORM	130	bird metagenome
PRJNA415003	True	True	Desmodus rotundus	True	common vampire bat	True	common vampire bat (Desmodus rotundus)	False		False	ENA + paper	Metagenomic samples were sequenced from the common vampire bat (Desmodus rotundus) to study hologenomic adaptations to blood-feeding.	DIVERSE	50	bat metagenome
PRJNA415307	True	True	Mus musculus	False		True	mouse (model of Clostridium difficile infection)	True	Clostridium difficile infection	False	ENA + paper	[model of Clostridium difficile infection] Metagenome and metatranscriptome samples were sequenced from cecal microbiomes of mice infected with C. difficile following different antibiotic pretreatments.	UNIFORM	9	mouse gut metagenome
PRJNA416199	False	True	mudskipper1	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	12	fish gut metagenome
PRJNA417359	True	True	Gallus gallus	True	chicken	True	chicken	False		False	ENA + paper	Metagenomic sequencing was performed on chicken faecal samples from two breeds.	UNIFORM	495	chicken gut metagenome
PRJNA419985	True	True	Rat	True	rat	False		False		False	ENA + paper	Metagenomics samples sequenced from rat colonic microbiota to identify bacteria producing saturated long-chain fatty acids associated with enhanced colonic motility.	UNIFORM	16	rat gut metagenome
PRJNA422434	True	False		False		True	human	False		True	human-by-biome-label	Sequenced samples came from 1,000 human subjects across 5 countries; mice were used only for downstream validation of metformin effects.	NO_HOST_DATA	0	
PRJNA430956	True	True	Papio kindae	True	baboon	True	baboon	False		False	ENA + paper	Metagenomic sequencing was performed on fecal samples from wild and captive baboon populations.	DIVERSE	8	gut metagenome
PRJNA431482	True	True	Homo sapiens	False		True	human	False		False	ENA + paper	Metagenomic samples came from fecal material of BD patients and healthy controls; mice were used only for downstream FMT validation, not as the host for sequencing.	UNIFORM	76	human gut metagenome
PRJNA433811	False	True	Salmo salar	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	4	
PRJNA434147	False	True	Hypomesus transpacificus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	5	
PRJNA435487	False	True	Gallus gallus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	10	chicken gut metagenome
PRJNA436633	True	True	Rhinopithecus roxellana	True	golden snub-nosed monkey	True	golden snub-nosed monkey (Rhinopithecus roxellana)	False		False	ENA + paper	Metagenomic and metabolomic samples were sequenced from fecal/gut samples of endangered golden snub-nosed monkeys under three conservation scenarios: natural wild, food provisioning, and captivity.	UNIFORM	40	gut metagenome
PRJNA447857	False	True	Fish	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM_WITH_GAPS	3	
PRJNA453374	True	True	Bos taurus	True	feedlot cattle	True	cattle	False		False	ENA + paper	Fecal samples were collected from feedlot steers and sequenced for microbiome and resistome analysis.	UNIFORM	28	metagenome
PRJNA471402	False	True	Sus scrofa domesticus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	39	
PRJNA473126	True	True	Homo sapiens	True	infant	True	infant	False		False	ENA + paper	Metagenomic samples were collected from fecal/gut specimens of 963 infants across six countries.	UNIFORM	402	
PRJNA473429	True	True	Mus	True	mouse	True	mouse	False		False	ENA + paper	Sequenced samples were fecal material from mice; this is a methods paper comparing proteomics workflows, not a disease model study.	UNIFORM	48	mouse gut metagenome
PRJNA475246	True	True	Homo sapiens	True	infant	True	infant	False		False	ENA + paper	Metagenomes were sequenced from fecal samples of 963 infants across six countries.	UNIFORM	286	Homo sapiens
PRJNA475948	True	True	Cortaritermes fulviceps	True	termite	True	Cortaritermes fulviceps; Nasutitermes aquilinus	False		False	ENA + paper	Metagenomic sequencing was performed on gut samples from two termite species.	DIVERSE	2	insect gut metagenome
PRJNA478457	True	True	mouse	True	mouse	True	mouse (model of E. coli infection)	True	E. coli infection	False	ENA + paper	[model of E. coli infection] Metagenomic sequencing was performed on gut samples from Balb/c mice infected with E. coli and treated with antibiotics.	UNIFORM	49	gut metagenome
PRJNA479518	True	True	vulture	True	vulture	True	black vulture (Coragyps atratus); turkey vulture (Cathartes aura)	False		False	ENA + paper	Shotgun DNA sequencing was performed on facial skin and large intestine microbiome samples from black vultures and turkey vultures.	UNIFORM	80	bird metagenome
PRJNA482836	False	True	Piaractus mesopotamicus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	29	fish gut metagenome
PRJNA486795	True	True	Homo sapiens	False		True	human	False		False	ENA + paper	Sequenced samples came from 1,000 human gut samples across 5 countries; mice were used only for downstream validation of metformin effects.	UNIFORM	44	human gut metagenome
PRJNA488302	False	True	Sus scrofa	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	130	
PRJNA489090	True	True	Homo sapiens	True	infant	True	infant	False		False	ENA + paper	Metagenomic samples were sequenced from fecal material of 963 infants across six countries.	UNIFORM	429	human gut metagenome
PRJNA491335	True	True	Homo sapiens	True	hominids	True	human; chimpanzee; bonobo; gorilla	False		False	ENA + paper	Sequenced fecal microbiome samples from diverse human populations, wild-living chimpanzees, bonobos, and gorillas.	UNIFORM	208	feces metagenome
PRJNA491522	True	True	Mus musculus	False		True	mouse (model of pathogenic infection)	True	Salmonella enterica serovar Typhimurium and Candida albicans infection	False	ENA + paper	[model of Salmonella enterica serovar Typhimurium and Candida albicans infection] Metagenomics was performed on gnotobiotic mice infected with pathogens or colonized with synthetic human microbiota.	UNIFORM	44	human gut metagenome
PRJNA492361	False	True	Pristis pectinata	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	1	fish gut metagenome
PRJNA493817	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	feces metagenome
PRJNA494387	False	True	Bos javanicus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	3	
PRJNA494824	True	True	Homo sapiens	False		True	human; mouse (model of lung cancer)	True	lung cancer	False	ENA + paper	[model of lung cancer] Metagenomic sequencing was performed on human gut samples from cancer patients; mice were used only for downstream validation of mechanism.	UNIFORM	71	metagenome
PRJNA494875	True	True	Sus scrofa	True	weanling piglet	True	weanling piglet	False		False	ENA + paper	Metagenomic and culture-based sequencing samples were obtained from the gastrointestinal tract of weanling piglets.	UNIFORM	67	gut metagenome
PRJNA496479	True	True	Homo sapiens	True	child	True	child	False		False	ENA + paper	Metagenomic samples were collected from the gut of early school-aged children in a cross-sectional cohort study examining correlations between microbiome composition, psychosocial environment, and behavior.	UNIFORM	40	gut metagenome
PRJNA506751	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	fish gut metagenome
PRJNA509211	True	True	Cryptotermes secundus	True	lower termite species	True	termite species	False		False	ENA + paper	Metagenomic shotgun sequencing was performed on samples from 29 replicate colonies of five termite species.	DIVERSE	28	termite gut metagenome
PRJNA515074	True	True	Mus musculus	True	mouse	True	mouse	False		False	ENA + paper	Metagenomic and metatranscriptomic samples were sequenced from the murine (mouse) gut microbiome directly.	UNIFORM	24	
PRJNA518164	True	True	Apostichopus japonicus	True	Apostichopus japonicus	True	Apostichopus japonicus	False		False	ENA + paper	Metagenomic samples were sequenced from the regenerating intestine tissue of the sea cucumber Apostichopus japonicus.	UNIFORM	4	Candidatus Entotheonella; Carlavirus; Cycloclasticus; Tamlana
PRJNA524980	False	True	Sus scrofa	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	9	pig gut metagenome
PRJNA526405	True	True	Porcine	True	piglet	True	piglet; sow	False		False	ENA + paper	Metagenomic sequencing was performed on faecal samples from 126 piglets and 42 sows post-weaning.	UNIFORM	877	metagenome; pig gut metagenome; synthetic metagenome
PRJNA527177	True	True	Human intestine	True	human	True	human	False		False	ENA + paper	The sequenced samples came from a mid-15th century palaeo-faecal specimen of a Bantu-speaking individual from South Africa.	DIVERSE	5	
PRJNA528960	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	133	feces metagenome
PRJNA529943	True	True	yak02	True	yak	True	yak	False		False	ENA + paper	Fecal samples were collected from wild, half-blood, and domestic yaks for 16S rDNA and shotgun-metagenomic sequencing.	DIVERSE	9	gut metagenome
PRJNA531273	True	True	Homo sapiens	True	human	True	human	False		False	ENA + paper	Metagenomic sequencing was performed on fecal samples from 30 colorectal cancer patients and 30 healthy controls from India.	UNIFORM	30	human gut metagenome
PRJNA532626	True	True	Diceros bicornis	True	black rhinoceros	True	black rhinoceros	False		False	ENA + paper	Metagenomic shotgun sequencing was performed on gut samples collected from both wild and captive black rhinoceros individuals.	UNIFORM	25	
PRJNA541820	True	True	C57BL/6	True	mouse (model of colitis)	True	mouse (model of colitis)	True	colitis	False	ENA + paper	[model of colitis] Shotgun metagenomic sequencing was performed on gut samples from Ap1m2-/- knockout mice with chronic colitis.	UNIFORM	8	mouse gut metagenome
PRJNA542645	True	True	Mus musculus	False		True	mouse	False		False	ENA + paper	Sequenced samples came from mice gut microbiota via meta3C libraries.	UNIFORM	1	metagenome
PRJNA542998	True	True	mice	True	mice	True	mouse (model of environmental exposure effects on gut microbiota development)	True	environmental exposure effects on gut microbiota development	False	ENA + paper	[model of environmental exposure effects on gut microbiota development] Metagenomic shotgun sequencing was performed on fecal samples from germ-free mice exposed to different soil-microbiota beddings during early life stages.	UNIFORM	201	feces metagenome
