study_accession	n_samples	n_host_populated	pct_host_complete	n_distinct_hosts	distinct_host_list	sample_host_pattern	seq_type_mix	n_distinct_seq_types	has_genomic	n_genomic	host_pattern_confirmed	host_pattern_llm_note
PRJNA902000	236	236	1.0	1	5xFAD (B6.Cg-Tg(APPSwFlLon;PSEN1*M146L*L286V)6799Vas/Mmjax;Stock number 34848-JAX;MMRRC);5xFAD	UNIFORM	METAGENOMIC:236	1	False	0	UNIFORM	
PRJNA902117	33	33	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:33	1	False	0	UNIFORM	
PRJNA902684	110	110	1.0	1	Rattus	UNIFORM	METAGENOMIC:110	1	False	0	UNIFORM	
PRJNA902833	32	32	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:32	1	False	0	UNIFORM	
PRJNA903767	34	34	1.0	1	Ochotona curzoniae	UNIFORM	METAGENOMIC:34	1	False	0	UNIFORM	
PRJNA903810	367	335	0.913	1	Sus scrofa domesticus	UNIFORM	METAGENOMIC:367	1	False	0	UNIFORM	
PRJNA906124	33	33	1.0	1	Felis catus	UNIFORM	METAGENOMIC:33	1	False	0	UNIFORM	
PRJNA906507	32	32	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:32	1	False	0	UNIFORM	
PRJNA906625	1	1	1.0	1	Daphnia magna	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA908260	8	8	1.0	1	domestic Feline	UNIFORM	METAGENOMIC:8	1	False	0	UNIFORM	
PRJNA908720	1	1	1.0	1	Canine	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA909042	21	0	0.0	0		NO_HOST_DATA	METAGENOMIC:21	1	False	0	NO_HOST_DATA	
PRJNA909453	50	50	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:50	1	False	0	UNIFORM	
PRJNA913183	119	119	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:119	1	False	0	UNIFORM	
PRJNA913689	63	63	1.0	3	Larimichthys crocea; Larimichthys polyactis; Trichiurus lepturus	DIVERSE	METAGENOMIC:63	1	False	0	DIVERSE	Three distinct fish species: two Larimichthys congeners and one unrelated trichiurid fish.
PRJNA913821	9	9	1.0	1	Rangifer tarandus platyrhynchus	UNIFORM	METAGENOMIC:9	1	False	0	UNIFORM	
PRJNA915251	683	683	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:683	1	False	0	UNIFORM	
PRJNA915351	16	16	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:16	1	False	0	UNIFORM	
PRJNA916642	12	12	1.0	1	Hippocampus abdominalis	UNIFORM	METAGENOMIC:12	1	False	0	UNIFORM	
PRJNA919082	64	21	0.328	1	Homo sapiens	UNIFORM_WITH_GAPS	METAGENOMIC:64	1	False	0	UNIFORM_WITH_GAPS	
PRJNA924548	15	15	1.0	1	Bovine	UNIFORM	METAGENOMIC:15	1	False	0	UNIFORM	
PRJNA924947	12	12	1.0	1	bovine	UNIFORM	METAGENOMIC:12	1	False	0	UNIFORM	
PRJNA925857	226	226	1.0	1	Canis lupus familiaris	UNIFORM	METAGENOMIC:226	1	False	0	UNIFORM	
PRJNA926485	23	23	1.0	1	Sus scrofa domesticus	UNIFORM	METAGENOMIC:23	1	False	0	UNIFORM	
PRJNA932553	48	48	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:48	1	False	0	UNIFORM	
PRJNA932774	24	24	1.0	1	mouse	UNIFORM	METAGENOMIC:24	1	False	0	UNIFORM	
PRJNA935053	1	1	1.0	1	Chanodichthys erythropterus	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA935534	60	60	1.0	1	Bos taurus	UNIFORM	METAGENOMIC:60	1	False	0	UNIFORM	
PRJNA937780	22	22	1.0	1	Ovis aries	UNIFORM	METAGENOMIC:22	1	False	0	UNIFORM	
PRJNA938989	41	41	1.0	6	Acinetobacter baumannii; Brevinema andersonii; Chlamydia abortus; Tenacibaculum maritimum; Vibrio alginolyticus; Vibrio ponticus	DIVERSE	METAGENOMIC:41	1	False	0	DIVERSE	Six distinct bacterial/microbial species from different genera represent genuinely different organisms, not variants of one animal.
PRJNA940065	14	14	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:14	1	False	0	UNIFORM	
PRJNA940650	13	0	0.0	0		NO_HOST_DATA	METAGENOMIC:12; GENOMIC:1	2	True	1	NO_HOST_DATA	
PRJNA942254	33	33	1.0	9	Cabassous unicinctus; Dasypus kappleri; Dasypus novemcinctus; Dasypus sp.; Myrmecophaga tridactyla; Orycteropus afer; Proteles cristata; Smutsia temminckii; Tamandua tetradactyla	DIVERSE	METAGENOMIC:33	1	False	0	DIVERSE	These are nine genuinely different animal species across multiple distinct families (Dasypodidae, Bradypodidae, Myrmecophagidae, Orycteropodidae, Herpestidae, Manidae), plus Dasypus sp. as an unspecified Dasypus species.
